USAGE: ./classify_dir.sh [path/to/image_dir] [path/to/output_graph.pb] [path/to/output_labels.txt]
white person 0.63097095
black person 0.36902905
white person 0.6478986
black person 0.3521014
white person 0.53322023
black person 0.46677977
black person 0.589466
white person 0.410534
black person 0.655047
white person 0.34495303
white person 0.5916908
black person 0.4083092
black person 0.6133666
white person 0.38663346
white person 0.8361332
black person 0.16386689
white person 0.5500522
black person 0.44994774
white person 0.52662915
black person 0.47337088
black person 0.6005291
white person 0.39947093
white person 0.67818606
black person 0.32181397
white person 0.71935433
black person 0.28064567
white person 0.79780734
black person 0.20219272
white person 0.71520334
black person 0.28479663
white person 0.6230514
black person 0.37694868
white person 0.82599574
black person 0.17400424
white person 0.7013565
black person 0.29864347
white person 0.74323857
black person 0.2567614
white person 0.5666908
black person 0.4333092
white person 0.75304973
black person 0.24695025
black person 0.6318938
white person 0.36810616
white person 0.8005019
black person 0.19949816
white person 0.74144447
black person 0.25855556
black person 0.55481684
white person 0.4451832
white person 0.6813635
black person 0.31863645
black person 0.5575376
white person 0.44246247
white person 0.58581203
black person 0.41418794
white person 0.75662833
black person 0.24337174
white person 0.73745894
black person 0.26254106
white person 0.6765198
black person 0.32348022
white person 0.669764
black person 0.33023602
white person 0.562747
black person 0.43725306
white person 0.7207898
black person 0.27921024
black person 0.5265883
white person 0.47341165
white person 0.5155076
black person 0.4844925
white person 0.5558142
black person 0.44418585
white person 0.8011687
black person 0.19883132
white person 0.75386643
black person 0.2461336
white person 0.9309223
black person 0.06907764
white person 0.54833615
black person 0.45166385
white person 0.5941588
black person 0.40584117
white person 0.8133933
black person 0.18660672
white person 0.87515515
black person 0.12484484
white person 0.7638325
black person 0.2361675
black person 0.6320278
white person 0.36797222
white person 0.5167224
black person 0.4832776
white person 0.6097621
black person 0.39023793
white person 0.8105404
black person 0.1894596
white person 0.52774596
black person 0.472254
white person 0.79054266
black person 0.20945732
white person 0.84324396
black person 0.15675598
white person 0.73624235
black person 0.26375762
white person 0.801949
black person 0.19805098
white person 0.8398517
black person 0.1601484
white person 0.74574393
black person 0.25425604
white person 0.7608681
black person 0.2391319
white person 0.760039
black person 0.23996106
white person 0.73322237
black person 0.26677763
white person 0.59691715
black person 0.40308285
white person 0.68675506
black person 0.31324494
black person 0.5744676
white person 0.42553237
white person 0.81617343
black person 0.18382655
black person 0.668955
white person 0.33104497
white person 0.6185811
black person 0.38141894
white person 0.746438
black person 0.25356197
black person 0.5325631
white person 0.46743694
black person 0.5563824
white person 0.4436176
white person 0.7066539
black person 0.29334605
white person 0.51965845
black person 0.4803416
white person 0.69445556
black person 0.30554447
white person 0.86659265
black person 0.1334074
black person 0.5811559
white person 0.4188441
white person 0.57192373
black person 0.42807624
white person 0.8005893
black person 0.19941068
white person 0.9226386
black person 0.07736135
white person 0.5860188
black person 0.4139812
black person 0.7857462
white person 0.21425372
white person 0.6724326
black person 0.32756743
white person 0.68750864
black person 0.31249133
white person 0.62360626
black person 0.37639374
white person 0.72980744
black person 0.27019256
white person 0.53995943
black person 0.46004054
white person 0.53488135
black person 0.4651187
white person 0.5226858
black person 0.4773141
white person 0.7779005
black person 0.22209942
white person 0.52041006
black person 0.47959
black person 0.5663778
white person 0.43362218
white person 0.56548125
black person 0.43451878
white person 0.6575801
black person 0.34242
white person 0.86676115
black person 0.1332389
white person 0.64824533
black person 0.35175475
white person 0.6256688
black person 0.37433115
white person 0.6936281
black person 0.30637193
white person 0.82933515
black person 0.17066483
white person 0.54743934
black person 0.45256072
black person 0.63039875
white person 0.3696012
white person 0.8119725
black person 0.1880275
white person 0.7189097
black person 0.28109026
white person 0.8292983
black person 0.17070164
white person 0.75913715
black person 0.24086288
white person 0.5940779
black person 0.40592209
white person 0.7485439
black person 0.25145617
white person 0.606429
black person 0.39357108
white person 0.5271276
black person 0.47287238
white person 0.72788966
black person 0.27211034
white person 0.66543835
black person 0.33456162
white person 0.609589
black person 0.39041093
